,alpha,s,fixation_freq,fixation_err,count_fixation
0,0.1,0.0001,0.0214,0.0028942729657031314,214.0
1,0.1,0.00021544346900318845,0.0221,0.002940176185197071,221.0
2,0.1,0.00046415888336127773,0.0203,0.002820490028346138,203.0
3,0.1,0.001,0.0205,0.0028340606909521187,205.0
4,0.1,0.002154434690031882,0.022,0.0029336666477294245,220.0
5,0.1,0.004641588833612777,0.0219,0.002927141267516824,219.0
6,0.1,0.01,0.026,0.0031827032535252167,260.0
7,0.1,0.021544346900318822,0.0305,0.00343917141183745,305.0
8,0.1,0.046415888336127774,0.0466,0.00421561098774543,466.0
9,0.1,0.1,0.1018,0.006047702373629179,1018.0
10,0.31622776601683794,0.0001,0.0183,0.002680679764537346,183.0
11,0.31622776601683794,0.00021544346900318845,0.0221,0.002940176185197071,221.0
12,0.31622776601683794,0.00046415888336127773,0.0195,0.0027654836828301843,195.0
13,0.31622776601683794,0.001,0.0213,0.0028876502558308546,213.0
14,0.31622776601683794,0.002154434690031882,0.0218,0.0029205999383688274,218.0
15,0.31622776601683794,0.004641588833612777,0.0261,0.0031886542615968886,261.0
16,0.31622776601683794,0.01,0.0291,0.0033617370509901575,291.0
17,0.31622776601683794,0.021544346900318822,0.0378,0.0038142448793961827,378.0
18,0.31622776601683794,0.046415888336127774,0.0655,0.00494812085543593,655.0
19,0.31622776601683794,0.1,0.1523,0.007186228774538144,1523.0
20,1.0,0.0001,0.0219,0.002927141267516824,219.0
21,1.0,0.00021544346900318845,0.0186,0.002702150254889613,186.0
22,1.0,0.00046415888336127773,0.0197,0.0027793459662301847,197.0
23,1.0,0.001,0.0228,0.0029853080243083794,228.0
24,1.0,0.002154434690031882,0.0222,0.0029466699849151753,222.0
25,1.0,0.004641588833612777,0.0265,0.0032123355989061918,265.0
26,1.0,0.01,0.0314,0.0034879243111053883,314.0
27,1.0,0.021544346900318822,0.0465,0.0042113062106667095,465.0
28,1.0,0.046415888336127774,0.0868,0.005630835106802542,868.0
29,1.0,0.1,0.1745,0.007590777298801487,1745.0
30,3.1622776601683795,0.0001,0.0187,0.002709266321349749,187.0
31,3.1622776601683795,0.00021544346900318845,0.0187,0.002709266321349749,187.0
32,3.1622776601683795,0.00046415888336127773,0.02,0.0028,200.0
33,3.1622776601683795,0.001,0.0207,0.00284756106168068,207.0
34,3.1622776601683795,0.002154434690031882,0.0225,0.002966057989992778,225.0
35,3.1622776601683795,0.004641588833612777,0.0231,0.003004422739895303,231.0
36,3.1622776601683795,0.01,0.031,0.0034663525498714065,310.0
37,3.1622776601683795,0.021544346900318822,0.0488,0.004308993385931336,488.0
38,3.1622776601683795,0.046415888336127774,0.0853,0.005586552067241475,853.0
39,3.1622776601683795,0.1,0.172,0.007547608892887866,1720.0
40,10.0,0.0001,0.0198,0.002786249091520713,198.0
41,10.0,0.00021544346900318845,0.0202,0.002813678019958929,202.0
42,10.0,0.00046415888336127773,0.0215,0.0029008791770771835,215.0
43,10.0,0.001,0.0207,0.00284756106168068,207.0
44,10.0,0.002154434690031882,0.0213,0.0028876502558308546,213.0
45,10.0,0.004641588833612777,0.0246,0.0030980535824933694,246.0
46,10.0,0.01,0.0271,0.0032474968822155934,271.0
47,10.0,0.021544346900318822,0.045,0.004146082488325576,450.0
48,10.0,0.046415888336127774,0.078,0.0053634317372368975,780.0
49,10.0,0.1,0.1546,0.007230458906597837,1546.0
